accuracy	0.680370	0.672979	0.694226	0.670208	0.670670	0.663741	0.653118	0.682679	0.662818	0.659584	0.680831	0.666975	0.669284	0.675751	0.687298	0.679908	0.677598	0.673441	0.680370	0.653118
recall	0.676127	0.671334	0.691405	0.667732	0.671561	0.660002	0.649989	0.681899	0.664817	0.657796	0.679239	0.667644	0.668131	0.672325	0.684761	0.679638	0.678442	0.673948	0.678248	0.650469
precision	0.677694	0.670897	0.691405	0.667623	0.668290	0.659876	0.649691	0.680679	0.662942	0.655760	0.678124	0.666111	0.668017	0.671480	0.684475	0.678620	0.677481	0.671911	0.677539	0.649757
f1score	0.676624	0.671069	0.691405	0.667675	0.668004	0.659937	0.649823	0.680936	0.661896	0.656097	0.678458	0.665843	0.668069	0.671818	0.684606	0.678749	0.677124	0.671780	0.677809	0.650010
mcc	0.353817	0.342231	0.382811	0.335355	0.339835	0.319878	0.299680	0.362577	0.327753	0.313549	0.357362	0.333752	0.336148	0.343804	0.369237	0.358257	0.355922	0.345853	0.355787	0.300226
spd0-0	0.539954	0.509770	0.526919	0.514040	0.501164	0.522388	0.522648	0.503137	0.480846	0.508300	0.505814	0.487528	0.504910	0.521004	0.514137	0.491117	0.483889	0.492529	0.504608	0.508319
spd0-1	0.665860	0.632941	0.634845	0.661905	0.583893	0.673759	0.636569	0.621359	0.574519	0.643541	0.642697	0.605985	0.624424	0.656319	0.664352	0.630952	0.580808	0.607059	0.678322	0.675355
spd0	0.125905	0.123171	0.107926	0.147865	0.082728	0.151371	0.113921	0.118222	0.093673	0.135241	0.136883	0.118457	0.119514	0.135316	0.150215	0.139835	0.096919	0.114530	0.173713	0.167036
aod0-0	1.062633	1.009690	1.040832	1.016536	0.966960	1.023216	1.031512	0.986442	0.941220	0.993341	0.993997	0.955651	1.009632	1.019284	1.006674	0.964033	0.953795	0.961965	0.988531	0.998298
aod0-1	1.251338	1.153551	1.119661	1.213041	1.066824	1.264733	1.160810	1.145242	1.064485	1.177940	1.178575	1.122904	1.143035	1.196729	1.230031	1.201694	1.086904	1.110909	1.269132	1.269069
aod0	0.094353	0.071930	0.039415	0.098252	0.049932	0.120758	0.064649	0.079400	0.061633	0.092299	0.092289	0.083626	0.066702	0.088723	0.111678	0.118830	0.066554	0.074472	0.140300	0.135386
eod0-0	0.707291	0.669643	0.703540	0.668142	0.652266	0.668099	0.653761	0.672432	0.637931	0.651757	0.673311	0.642398	0.668591	0.674672	0.678261	0.668852	0.656148	0.651238	0.670294	0.645788
eod0-1	0.786822	0.758993	0.776596	0.785455	0.708333	0.787313	0.764706	0.751908	0.674074	0.735192	0.760274	0.728346	0.740351	0.781145	0.823970	0.732558	0.707819	0.730909	0.797794	0.775735
eod0	0.079531	0.089350	0.073056	0.117313	0.056068	0.119215	0.110945	0.079476	0.036143	0.083434	0.086963	0.085948	0.071760	0.106472	0.145709	0.063706	0.051671	0.079671	0.127500	0.129947
