accuracy	0.822630	0.821606	0.818194	0.817102	0.819354	0.825292	0.820378	0.816488	0.815533	0.818604	0.820583	0.817921	0.816693	0.819696	0.821129	0.821948	0.817853	0.819832	0.817307	0.818058
recall	0.682354	0.680666	0.676241	0.671271	0.682366	0.689335	0.679647	0.675033	0.679652	0.676471	0.684753	0.671407	0.674543	0.675627	0.685158	0.680018	0.677548	0.677062	0.672139	0.674787
precision	0.775670	0.780037	0.780205	0.773793	0.770533	0.784156	0.780347	0.775376	0.775784	0.770915	0.778588	0.765911	0.768682	0.775830	0.776851	0.779983	0.776891	0.784864	0.775284	0.775347
f1score	0.708283	0.707052	0.702365	0.696927	0.707232	0.715959	0.705940	0.700531	0.704737	0.701786	0.710488	0.696464	0.699488	0.701649	0.710740	0.706500	0.703251	0.703806	0.697911	0.700552
mcc	0.448417	0.449858	0.444448	0.433096	0.444233	0.463899	0.448837	0.439089	0.445175	0.437303	0.453739	0.426984	0.433113	0.440197	0.452818	0.449007	0.443447	0.449171	0.435371	0.438757
spd0-0	0.053971	0.055141	0.048679	0.055738	0.064476	0.055890	0.054576	0.056210	0.055264	0.053468	0.057184	0.049751	0.054542	0.055067	0.055908	0.051771	0.054859	0.055887	0.055442	0.054489
spd0-1	0.180266	0.175298	0.174792	0.168420	0.181374	0.182520	0.175107	0.173935	0.182030	0.177694	0.183301	0.174382	0.177093	0.172195	0.185363	0.175590	0.176783	0.169119	0.169278	0.172716
spd0	0.126295	0.120157	0.126113	0.112682	0.116897	0.126630	0.120531	0.117725	0.126766	0.124226	0.126117	0.124631	0.122551	0.117128	0.129455	0.123820	0.121924	0.113233	0.113836	0.118227
aod0-0	0.321175	0.324172	0.304256	0.319825	0.364258	0.346142	0.319838	0.339194	0.322299	0.327332	0.339037	0.282267	0.311851	0.331118	0.343253	0.331331	0.321004	0.334211	0.340141	0.316680
aod0-1	0.507456	0.496669	0.486043	0.473562	0.507330	0.515138	0.492358	0.481040	0.501350	0.496565	0.509828	0.491981	0.495351	0.482193	0.515339	0.492102	0.489803	0.475903	0.471130	0.484388
aod0	0.093140	0.086248	0.090893	0.076868	0.071536	0.084498	0.086260	0.070923	0.089526	0.084616	0.085395	0.104857	0.091750	0.075538	0.086043	0.080386	0.084399	0.070846	0.065495	0.083854
eod0-0	0.295499	0.300546	0.284630	0.294333	0.332703	0.322394	0.294896	0.314176	0.298343	0.305709	0.313093	0.258065	0.287273	0.305284	0.320442	0.309381	0.294574	0.311031	0.316288	0.292052
eod0-1	0.438137	0.431233	0.420462	0.409598	0.436235	0.447801	0.428286	0.414964	0.431596	0.424242	0.440796	0.420944	0.424016	0.417283	0.442502	0.425845	0.424192	0.416056	0.406490	0.418824
eod0	0.142638	0.130687	0.135832	0.115265	0.103532	0.125407	0.133389	0.100787	0.133254	0.118533	0.127703	0.162879	0.136744	0.111999	0.122060	0.116464	0.129619	0.105025	0.090203	0.126772
spd1-0	0.103714	0.099024	0.092878	0.095082	0.106972	0.102552	0.098719	0.098399	0.101302	0.090993	0.097424	0.097515	0.095194	0.088983	0.111111	0.104801	0.098938	0.096199	0.096899	0.095789
spd1-1	0.143959	0.142057	0.140119	0.137162	0.148738	0.147404	0.141639	0.141272	0.147377	0.144539	0.149145	0.139457	0.143885	0.140634	0.147472	0.139986	0.142437	0.137518	0.136945	0.140170
spd1	0.040244	0.043034	0.047242	0.042081	0.041766	0.044852	0.042920	0.042873	0.046074	0.053546	0.051721	0.041942	0.048691	0.051651	0.036361	0.035184	0.043499	0.041319	0.040046	0.044381
aod1-0	0.486936	0.448078	0.438110	0.419767	0.453751	0.463690	0.460091	0.445773	0.462063	0.422574	0.460765	0.446881	0.427401	0.405860	0.525262	0.495134	0.471925	0.445483	0.459240	0.432068
aod1-1	0.468436	0.461854	0.450121	0.443387	0.479357	0.481851	0.457474	0.451843	0.464902	0.463240	0.476654	0.449776	0.459615	0.455932	0.472839	0.454980	0.455127	0.445859	0.440622	0.451780
aod1	0.009250	0.006888	0.006006	0.011810	0.012803	0.009080	0.001308	0.003035	0.001419	0.020333	0.007945	0.001448	0.016107	0.025036	0.026212	0.020077	0.008399	0.000188	0.009309	0.009856
eod1-0	0.444795	0.403670	0.400631	0.376506	0.404692	0.417957	0.416129	0.409091	0.419753	0.380952	0.421538	0.399340	0.382445	0.366460	0.477564	0.453172	0.434783	0.406061	0.417763	0.392442
eod1-1	0.414222	0.411468	0.400309	0.393195	0.422272	0.430372	0.407523	0.399189	0.410763	0.408215	0.421822	0.395587	0.404530	0.404363	0.418409	0.404498	0.402416	0.399070	0.390601	0.400063
eod1	0.030573	0.007798	0.000322	0.016689	0.017579	0.012415	0.008606	0.009902	0.008990	0.027262	0.000283	0.003753	0.022085	0.037903	0.059155	0.048674	0.032366	0.006991	0.027162	0.007621
wcspd-00	0.040615	0.043478	0.038668	0.043841	0.053377	0.047923	0.036957	0.036481	0.038934	0.042094	0.045090	0.040685	0.043432	0.033684	0.042689	0.046610	0.028037	0.036998	0.047269	0.032017
wcspd-01	0.057042	0.058061	0.051084	0.058658	0.067075	0.057821	0.058733	0.060916	0.059477	0.056331	0.060322	0.051928	0.057246	0.060229	0.059047	0.053024	0.061475	0.060444	0.057419	0.059877
wcspd-10	0.153184	0.144304	0.136879	0.136788	0.148810	0.146134	0.146588	0.146812	0.156791	0.130982	0.143360	0.141785	0.135947	0.133731	0.165535	0.149755	0.160505	0.143460	0.139388	0.144608
wcspd-11	0.183917	0.179547	0.179791	0.172742	0.185807	0.187464	0.179022	0.177685	0.185177	0.184149	0.188538	0.178911	0.182808	0.177449	0.188082	0.179261	0.178864	0.172654	0.173119	0.176724
wcspd	0.143303	0.136068	0.141123	0.128901	0.132430	0.139541	0.142065	0.141204	0.146242	0.142055	0.143448	0.138226	0.139376	0.143765	0.145393	0.132650	0.150826	0.135656	0.125850	0.144707
wcaod-00	0.326963	0.281185	0.335082	0.328026	0.412751	0.385307	0.368825	0.288830	0.293906	0.346765	0.353986	0.365766	0.315198	0.236688	0.425003	0.400428	0.274490	0.278602	0.379819	0.343631
wcaod-01	0.320739	0.331180	0.299956	0.318896	0.357829	0.340200	0.314619	0.347714	0.328054	0.324554	0.336954	0.271074	0.311588	0.346488	0.333892	0.320880	0.329055	0.343162	0.334195	0.314891
wcaod-10	0.535029	0.512833	0.481229	0.464281	0.478309	0.500243	0.502804	0.498207	0.537805	0.461565	0.507820	0.488346	0.475805	0.465747	0.569747	0.532304	0.538775	0.506738	0.496262	0.472502
wcaod-11	0.505282	0.495337	0.486958	0.474299	0.510417	0.516537	0.490913	0.479866	0.498293	0.500261	0.510659	0.492028	0.497496	0.484123	0.510096	0.488558	0.485289	0.473053	0.469269	0.485558
wcaod	0.107145	0.115824	0.093501	0.077702	0.076294	0.088169	0.094093	0.104689	0.121950	0.087853	0.086853	0.110477	0.092954	0.123718	0.117927	0.105712	0.132142	0.114068	0.081033	0.085334
